dev_acc,dev_f1,dev_mae,dev_rmse,test_acc,test_f1,test_mae,test_rmse,dev_rp_acc,test_rp_acc,seed,ablation
0.8486993574103983,0.8050243406487705,0.40814000237808534,0.6602946297639921,0.8533601297510753,0.8124507525097348,0.41812939561812984,0.6738604704696665,0.6210526315789474,0.6163967611336032,42,no_consistency
0.8506580529878698,0.8068458255278034,0.4171821357026274,0.6728512277523525,0.8504336788660884,0.8070405830106752,0.4207571397184843,0.6790510878251675,0.611336032388664,0.6111336032388665,47,no_consistency
0.8479090065633483,0.8042259567360922,0.4127600235736322,0.6698701744592312,0.8522318595303575,0.810363411047342,0.4256836962603364,0.6854612738982375,0.6147773279352227,0.6052631578947368,52,no_consistency
0.8474966495996701,0.8039632096163541,0.40838114949855725,0.6605032820378834,0.8534659050842677,0.8125791497782403,0.41922262045535963,0.6737765652544192,0.6178137651821862,0.6080971659919029,57,no_consistency
0.8480120958042678,0.8049082665145081,0.410668943816351,0.665774354277386,0.8534659050842677,0.8126397834385726,0.4189094867542205,0.6768512762560247,0.6178137651821862,0.6117408906882591,62,no_consistency
