dev_acc,dev_f1,dev_mae,dev_rmse,test_acc,test_f1,test_mae,test_rmse,dev_rp_acc,test_rp_acc,seed,ablation
0.8498333390605134,0.8059429589055465,0.4094298621903547,0.6644082464843871,0.8535364219730626,0.8107743341999605,0.42198206331083166,0.6789954825043755,0.6196356275303644,0.6141700404858299,42,uniform_gate
0.8494897082574482,0.8060014044908401,0.41199628245010067,0.6628956098327382,0.8514914321980114,0.8095531559488736,0.41846646369710144,0.6744497781378884,0.6168016194331983,0.6157894736842106,47,uniform_gate
0.8476684650012027,0.803247024013623,0.415053043071075,0.6705876449327054,0.8527254777519215,0.8111458195992184,0.4203114228933929,0.6772745371845311,0.6145748987854251,0.6117408906882591,52,uniform_gate
0.8489742620528504,0.8051597064664872,0.4193910215547693,0.6758723885809225,0.851456173753614,0.8096086200003835,0.42067693633589187,0.6783307125384267,0.6093117408906883,0.6107287449392712,57,uniform_gate
0.8466375725920071,0.8017612706737944,0.41250615115107797,0.6680541538752833,0.8542063324166138,0.8132485383773093,0.4198166819477854,0.6783387714357477,0.6135627530364373,0.6107287449392712,62,uniform_gate
